word	definition	n	x	y
shmear	0: (Yiddish) a batch of things that go together (schmeer.n.01)	6		
shmuck	0: (Yiddish) a jerk (schmuck.n.01)	6		
shnook	0: (Yiddish) a gullible simpleton more to be pitied than despised (schnook.n.01)	6		
shnorr	0: obtain or seek to obtain by cadging or wheedling (schnorr.v.01)	6		
shoaly	0: full of submerged reefs or sandbanks or shoals (reefy.s.01)	6		
shoddy	"0: reclaimed wool fiber (shoddy.n.01)
 1: cheap and shoddy; - Judith Crist (cheapjack.s.01)
 2: of inferior workmanship and materials (jerry-built.s.01)
 3: designed to deceive or mislead either deliberately or inadvertently (deceptive.s.02)"	6		
shofar	0: an ancient musical horn made from the horn of a ram; used in ancient times by the Israelites to sound a warning or a summons; used in synagogues today on solemn occasions (shofar.n.01)	6		
shorea	0: genus of Indonesian and Malaysian timber trees rich in resin (shorea.n.01)	6		
shover	0: someone who pushes (pusher.n.03)	6		
shrewd	"0: marked by practical hardheaded intelligence (astute.s.01)
 1: used of persons (calculating.s.01)"	6		
shriek	"0: sharp piercing cry (scream.n.01)
 1: a high-pitched noise resembling a human cry (screech.n.01)
 2: utter a shrill cry (shriek.v.01)"	6		
shrift	0: the act of being shriven (shrift.n.01)	6		
shrill	"0: utter a shrill cry (shriek.v.01)
 1: having or emitting a high-pitched and sharp tone or tones (shrill.s.01)
 2: being sharply insistent on being heard (strident.s.03)
 3: of colors that are bright and gaudy (shrill.s.03)"	6		
shtick	"0: (Yiddish) a little; a piece (shtik.n.01)
 1: (Yiddish) a contrived and often used bit of business that a performer uses to steal attention (shtik.n.02)
 2: (Yiddish) a prank or piece of clowning (shtik.n.03)
 3: (Yiddish) a devious trick; a bit of cheating (shtik.n.04)"	6		
shtikl	0: a really little shtik (shtikl.n.01)	6		
shudra	"0: a member of the lowest or worker Hindu caste (shudra.n.01)
 1: the lowest of the four varnas: the servants and workers of low status (sudra.n.02)"	6		
shufti	0: a quick look around (originally military slang) (shufti.n.01)	6		
shumac	0: a shrub or tree of the genus Rhus (usually limited to the non-poisonous members of the genus) (sumac.n.02)	6		
sialia	0: North American bluebirds (sialia.n.01)	6		
sialis	0: type genus of the Sialidae (sialis.n.01)	6		
sibine	0: a Chadic language spoken in Chad (somrai.n.01)	6		
sicily	"0: the Italian region on the island of Sicily (sicily.n.01)
 1: the largest island in the Mediterranean (sicily.n.02)"	6		
sicken	"0: cause aversion in; offend the moral sense of (disgust.v.02)
 1: get sick (sicken.v.02)
 2: upset and make nauseated (sicken.v.03)
 3: make sick or ill (sicken.v.04)"	6		
sickly	"0: unhealthy looking (sallow.s.01)
 1: somewhat ill or prone to illness (ailing.s.01)"	6		
sidney	0: English poet (1554-1586) (sidney.n.01)	6		
sights	"0: an optical instrument for aiding the eye in aiming, as on a firearm or surveying instrument (sights.n.01)
 1: an instance of visual perception (sight.n.01)
 2: anything that is seen (sight.n.02)
 3: the ability to see; the visual faculty (sight.n.03)
 4: a range of mental vision (sight.n.04)
 5: the range of vision (sight.n.05)
 6: the act of looking or seeing or observing (view.n.03)
 7: (often followed by `of') a large number or amount or extent (batch.n.02)
 8: catch sight of; to perceive with the eyes (spy.v.03)
 9: take aim by looking through the sights of a gun (or other device) (sight.v.02)"	6		
signed	"0: mark with one's signature; write one's name (on) (sign.v.01)
 1: approve and express assent, responsibility, or obligation (sign.v.02)
 2: be engaged by a written agreement (sign.v.03)
 3: engage by written agreement (sign.v.04)
 4: communicate silently and non-verbally by signals or signs (sign.v.05)
 5: place signs, as along a road (sign.v.06)
 6: communicate in sign language (sign.v.07)
 7: make the sign of the cross over someone in order to call on God for protection; consecrate (bless.v.03)
 8: having a handwritten signature (signed.a.01)
 9: used of the language of the deaf (gestural.s.01)"	6		
signor	0: used as an Italian courtesy title; can be prefixed to the name or used separately (signor.n.01)	6		
sikkim	0: a geographical area and former kingdom in northeastern India in the Himalaya Mountains between Nepal and Bhutan (sikkim.n.01)	6		
silage	0: fodder harvested while green and kept succulent by partial fermentation as in a silo (silage.n.01)	6		
silken	0: having a smooth, gleaming surface reflecting light (satiny.s.01)	6		
silvan	"0: a spirit that lives in or frequents the woods (sylvan.n.01)
 1: relating to or characteristic of wooded regions (sylvan.s.01)"	6		
silvex	0: a herbicide that is effective in controlling woody plants but is toxic to animals (silvex.n.01)	6		
silvia	0: type genus of the Sylviidae: warblers (silvia.n.01)	6		
simile	0: a figure of speech that expresses a resemblance between things of different kinds (usually formed with `like' or `as') (simile.n.01)	6		
simnel	"0: a crisp bread of fine white flour (simnel.n.01)
 1: a fruitcake (sometimes covered with almond paste) eaten at mid-Lent or Easter or Christmas (simnel.n.02)"	6		
simony	0: traffic in ecclesiastical offices or preferments (simony.n.01)	6		
simoom	0: a violent hot sand-laden wind on the deserts of Arabia and North Africa (simoom.n.01)	6		
simoon	0: a violent hot sand-laden wind on the deserts of Arabia and North Africa (simoom.n.01)	6		
simper	"0: a silly self-conscious smile (simper.n.01)
 1: smile affectedly or derisively (smirk.v.01)"	6		
sindhi	"0: a native or inhabitant of Sind (sindhi.n.01)
 1: the Indic language of Sind which is spoken also in western India (sindhi.n.02)"	6		
sinewy	"0: (of meat) full of sinews; especially impossible to chew (fibrous.s.02)
 1: consisting of tendons or resembling a tendon (tendinous.a.01)
 2: (of a person) possessing physical strength and weight; rugged and powerful (brawny.s.01)"	6		
sinful	"0: characterized by iniquity; wicked because it is believed to be a sin (iniquitous.s.01)
 1: having committed unrighteous acts (sinful.s.02)
 2: far more than usual or expected (extraordinary.s.02)"	6		
singan	0: a city of central China; capital of ancient Chinese empire 221-206 BC (xian.n.01)	6		
singly	"0: one by one; one at a time (singly.r.01)
 1: apart from others (individually.r.01)"	6		
siouan	"0: a member of a group of North American Indian peoples who spoke a Siouan language and who ranged from Lake Michigan to the Rocky Mountains (sioux.n.01)
 1: a family of North American Indian languages spoken by the Sioux (siouan.n.02)
 2: of or relating to the Sioux people or their language and culture (siouan.a.01)"	6		
sirach	0: an Apocryphal book mainly of maxims (resembling Proverbs in that respect) (ben_sira.n.01)	6		
sirdar	0: an important person in India (sirdar.n.01)	6		
sirrah	0: formerly a contemptuous term of address to an inferior man or boy; often used in anger (sirrah.n.01)	6		
sisham	0: East Indian tree whose leaves are used for fodder; yields a compact dark brown durable timber used in shipbuilding and making railroad ties (sissoo.n.01)	6		
sissoo	0: East Indian tree whose leaves are used for fodder; yields a compact dark brown durable timber used in shipbuilding and making railroad ties (sissoo.n.01)	6		
sizing	"0: any glutinous material used to fill pores in surfaces or to stiffen fabrics (size.n.03)
 1: cover or stiffen or glaze a porous material with size or sizing (a glutinous substance) (size.v.01)
 2: sort according to size (size.v.02)
 3: make to a size; bring to a suitable size (size.v.03)"	6		
sizzle	"0: a sizzling noise (sizzle.n.01)
 1: make a sound like frying fat (sizzle.v.01)
 2: seethe with deep anger or resentment (sizzle.v.02)
 3: burn or sear with a sizzling sound (sizzle.v.03)"	6		
skagit	"0: a member of the Salish people in northwestern Washington (skagit.n.01)
 1: a Salishan dialect spoken by the Skagit (skagit.n.02)"	6		
skanda	0: Hindu god of war (skanda.n.01)	6		
skanky	0: highly offensive; arousing aversion or disgust (disgusting.s.01)	6		
skewed	"0: turn or place at an angle (skew.v.01)
 1: having an oblique or slanting direction or position (skew.s.01)"	6		
skibob	0: a vehicle resembling a bicycle but having skis instead of wheels; the rider wears short skis for balancing (skibob.n.01)	6		
skiing	"0: a sport in which participants must travel on skis (skiing.n.01)
 1: move along on skis (ski.v.01)"	6		
skilly	0: a thin porridge or soup (usually oatmeal and water flavored with meat) (skilly.n.01)	6		
skinny	"0: confidential information about a topic or person (skinny.n.01)
 1: being very thin (scraggy.s.01)
 2: of or relating to or resembling skin (skinny.a.02)
 3: fitting snugly (tight-fitting.s.01)
 4: giving or spending with reluctance (cheeseparing.s.01)"	6		
skopje	0: capital of modern Macedonia (skopje.n.01)	6		
skreak	"0: make a high-pitched, screeching noise (whine.v.03)
 1: utter a harsh abrupt scream (squawk.v.01)"	6		
skybox	0: an elevated box for viewing events at a sports stadium (skybox.n.01)	6		
skycap	0: a porter who helps passengers with their baggage at an airport (skycap.n.01)	6		
slaked	"0: satisfy (thirst) (quench.v.01)
 1: make less active or intense (slake.v.02)
 2: cause to heat and crumble by treatment with water (slack.v.08)
 3: allayed (quenched.s.01)"	6		
slangy	0: constituting or expressed in slang or given to the use of slang (slangy.s.01)	6		
slatey	0: of the color of slate or granite (slate-grey.s.01)	6		
slaver	"0: a person engaged in slave trade (slaver.n.01)
 1: someone who holds slaves (slaveholder.n.01)
 2: let saliva drivel from the mouth (drivel.v.01)"	6		
slavey	0: a female domestic servant who does all kinds of menial work (skivvy.n.01)	6		
slavic	"0: a branch of the Indo-European family of languages (slavic.n.01)
 1: of or relating to Slavic languages (slavonic.a.01)"	6		
sleaze	0: tastelessness by virtue of being cheap and vulgar (cheapness.n.02)	6		
sleazy	"0: of cloth; thin and loosely woven (sleazy.s.01)
 1: of very poor quality; flimsy (bum.s.01)
 2: morally degraded; ; ; ; - Seattle Weekly; - James Joyce (seamy.s.02)"	6		
sleeve	"0: the part of a garment that is attached at the armhole and that provides a cloth covering for the arm (sleeve.n.01)
 1: small case into which an object fits (sleeve.n.02)"	6		
sleigh	"0: a vehicle mounted on runners and pulled by horses or dogs; for transportation over snow (sled.n.01)
 1: ride (on) a sled (sled.v.01)"	6		
slight	"0: a deliberate discourteous act (usually as an expression of anger or disapproval) (rebuff.n.01)
 1: pay no attention to, disrespect (slight.v.01)
 2: (quantifier used with mass nouns) small in quantity or degree; not much or almost none or (with `a') at least some (little.a.02)
 3: lacking substance or significance; ; ; ; a fragile claim to fame"" (flimsy.s.03)
 4: being of delicate or slender build; - Frank Norris (slender.s.01)"	6		
slimed	"0: cover or stain with slime (slime.v.01)
 1: take off weight (reduce.v.20)
 2: covered with or resembling slime (slimed.s.01)"	6		
slimly	0: in a slim or slender manner (slenderly.r.01)	6		
sliver	"0: a small thin sharp bit or wood or glass or metal (splinter.n.01)
 1: a thin fragment or slice (especially of wood) that has been shaved from something (paring.n.01)
 2: divide into slivers or splinters (sliver.v.01)
 3: break up into splinters or slivers (splinter.v.03)
 4: form into slivers (sliver.v.03)"	6		
slogan	0: a favorite saying of a sect or political group (motto.n.01)	6		
sloped	"0: be at an angle (slope.v.01)
 1: cause or allow (a liquid substance) to run or flow from a container (spill.v.01)
 2: walk through mud or mire (squelch.v.03)
 3: ladle clumsily (slop.v.03)
 4: feed pigs (slop.v.04)
 5: having an oblique or slanted direction (aslant.s.01)"	6		
slough	"0: necrotic tissue; a mortified or gangrenous part or mass (gangrene.n.01)
 1: a hollow filled with mud (slough.n.02)
 2: a stagnant swamp (especially as part of a bayou) (slough.n.03)
 3: any outer covering that can be shed or cast off (such as the cast-off skin of a snake) (slough.n.04)
 4: cast off hair, skin, horn, or feathers (shed.v.04)"	6		
slovak	"0: a native or inhabitant of Slovakia (slovak.n.01)
 1: the Slavic language spoken in Slovakia (slovak.n.02)"	6		
sloven	0: a coarse obnoxious person (slob.n.01)	6		
slowly	"0: without speed (`slow' is sometimes used informally for `slowly') (slowly.r.01)
 1: in music (lento.r.01)"	6		
slummy	0: (of housing or residential areas) indicative of poverty (slummy.s.01)	6		
